Lote,Tn/Ha,Texto breve material,Rango
L1123,16.1,"ABAMECTINA 1.8% CE [BAMECTIN], ACAPROX [CaO 8% + SIO2 5%], ACEITE DE CANELA 20% [CROPS CANELA], ACEITE DE PESCADO [BIOIL-S/ENHANCE], ACEITE MINERAL [ARGENFRUT SUPREME GREEN], ACETAMIPRID 20% [GLADIADOR], ACIDO FOSFORICO 85%, ALGASIL [SIO2 21% + K2O 9%], AMINOTERRA [AMIN 14%+MAT ORG 15%], AZOXYSTROBIN+DIFENOCONAZ [TRONKAL], CALCI-B [CA 12%+B 1%+ N 8.8%], EMAMECTIN BENZOATO [EMACTIN 5% SG], ESENFOL CaB ZINC [CA 14%+B 1.4%+ ZN 2%], ETOXAZOL 11% [ACARISIL 110 SC], EXTR VEGETAL+ACIDO URONICO [LICTHOR], FERTIMAR SC [EXTR D/ALGAS], FLUDIOXONIL+CIPRODINIL [SHAOLIN], GLIFOSATO 48% [EMBATE 480 SL], HIPOCLORITO SODIO 5%, HYMEXAZOL [TACHIGAREN], KELPURA [ECKLONIA MAXIMA 6.5%], KEYLATE BORO [BORO 9% P/P], MICROCAT ZINC [AMIN 2.5% + ZN 10%], POLIMETILSILOXANO [MAXI COVER], POTENSIL [POLIMERO DE SILICIO 80%], PYRACLOSTROBIN 25% [DOGMA], PYRIPROXYFEN 10% [CHUNGAR], PYRIPROXYFEN 10% [EPINGLE 10 EC], ROBUST 5 SC [UNICONAZOLE-P 5%], SPINOSAD [GF-120], THIABENDAZOLE 50% [BONUM], TRISILOXANE ETHOXILATE [FAST THRU], X-CYTE [CITOQUININA 0.04%]",15 a 20
L1124,20.3,"ABAMECTINA 1.8% CE [BAMECTIN], ACAPROX [CaO 8% + SIO2 5%], ACEITE DE CANELA 20% [CROPS CANELA], ACEITE DE PESCADO [BIOIL-S/ENHANCE], ACEITE MINERAL [ARGENFRUT SUPREME GREEN], ACETAMIPRID 20% [GLADIADOR], ACIDO FOSFORICO 85%, ALGASIL [SIO2 21% + K2O 9%], AMINOTERRA [AMIN 14%+MAT ORG 15%], AZOXYSTROBIN+DIFENOCONAZ [TRONKAL], CALCI-B [CA 12%+B 1%+ N 8.8%], EMAMECTIN BENZOATO [EMACTIN 5% SG], ESENFOL CaB ZINC [CA 14%+B 1.4%+ ZN 2%], ETOXAZOL 11% [ACARISIL 110 SC], EXTR VEGETAL+ACIDO URONICO [LICTHOR], FERTIMAR SC [EXTR D/ALGAS], FLUDIOXONIL+CIPRODINIL [SHAOLIN], GLIFOSATO 48% [EMBATE 480 SL], HIPOCLORITO SODIO 5%, HYMEXAZOL [TACHIGAREN], KELPURA [ECKLONIA MAXIMA 6.5%], KEYLATE BORO [BORO 9% P/P], MICROCAT ZINC [AMIN 2.5% + ZN 10%], POLIMETILSILOXANO [MAXI COVER], POTENSIL [POLIMERO DE SILICIO 80%], PYRACLOSTROBIN 25% [DOGMA], PYRIPROXYFEN 10% [CHUNGAR], PYRIPROXYFEN 10% [EPINGLE 10 EC], ROBUST 5 SC [UNICONAZOLE-P 5%], SPINOSAD [GF-120], SULFOXAFLOR 24% [CLOSER 240 SC], THIABENDAZOLE 50% [BONUM], TRISILOXANE ETHOXILATE [FAST THRU], X-CYTE [CITOQUININA 0.04%]",15 a 20
L1125,19.3,"ABAMECTINA 1.8% CE [BAMECTIN], ACAPROX [CaO 8% + SIO2 5%], ACEITE DE CANELA 20% [CROPS CANELA], ACEITE DE PESCADO [BIOIL-S/ENHANCE], ACEITE MINERAL [ARGENFRUT SUPREME GREEN], ACETAMIPRID 20% [GLADIADOR], ACIDO FOSFORICO 85%, ALGASIL [SIO2 21% + K2O 9%], AMINOTERRA [AMIN 14%+MAT ORG 15%], AZOXYSTROBIN+DIFENOCONAZ [TRONKAL], CALCI-B [CA 12%+B 1%+ N 8.8%], EMAMECTIN BENZOATO [EMACTIN 5% SG], ESENFOL CaB ZINC [CA 14%+B 1.4%+ ZN 2%], ETOXAZOL 11% [ACARISIL 110 SC], EXTR VEGETAL+ACIDO URONICO [LICTHOR], FERTIMAR SC [EXTR D/ALGAS], FLUDIOXONIL+CIPRODINIL [SHAOLIN], GLIFOSATO 48% [EMBATE 480 SL], HIPOCLORITO SODIO 5%, HYMEXAZOL [TACHIGAREN], KELPURA [ECKLONIA MAXIMA 6.5%], KEYLATE BORO [BORO 9% P/P], MICROCAT ZINC [AMIN 2.5% + ZN 10%], POLIMETILSILOXANO [MAXI COVER], POTENSIL [POLIMERO DE SILICIO 80%], PYRACLOSTROBIN 25% [DOGMA], PYRIPROXYFEN 10% [CHUNGAR], PYRIPROXYFEN 10% [EPINGLE 10 EC], ROBUST 5 SC [UNICONAZOLE-P 5%], SPINOSAD [GF-120], SULFOXAFLOR 24% [CLOSER 240 SC], THIABENDAZOLE 50% [BONUM], TRISILOXANE ETHOXILATE [FAST THRU], X-CYTE [CITOQUININA 0.04%]",15 a 20
L1025,18.8,"ACAPROX [CaO 8% + SIO2 5%], ACEITE DE CANELA 20% [CROPS CANELA], ACEITE DE PESCADO [BIOIL-S/ENHANCE], ACEITE MINERAL [ARGENFRUT SUPREME GREEN], ACETAMIPRID 20% [GLADIADOR], ACIDO FOSFORICO 85%, ALGASIL [SIO2 21% + K2O 9%], AMINOTERRA [AMIN 14%+MAT ORG 15%], BACILLUS THURING KURST [BTK-CROPS], CALCI-B [CA 12%+B 1%+ N 8.8%], CITOBLOOM 2.4 [CITOQUININA 2.4%], DINOTEFURAN [STRICTO], ESENFOL CaB ZINC [CA 14%+B 1.4%+ ZN 2%], EXTR VEGETAL+ACIDO URONICO [LICTHOR], GLIFOSATO 48% [EMBATE 480 SL], HIPOCLORITO SODIO 5%, HYMEXAZOL [TACHIGAREN], KELPURA [ECKLONIA MAXIMA 6.5%], KEYLATE BORO [BORO 9% P/P], MICROCAT ZINC [AMIN 2.5% + ZN 10%], OXICLORURO DE COBRE [ROXICOP], POLIMETILSILOXANO [MAXI COVER], POTENSIL [POLIMERO DE SILICIO 80%], PYRIPROXYFEN 10% [CHUNGAR], ROBUST 5 SC [UNICONAZOLE-P 5%], SBQ [COBR 25%+AZUFR 32%], SPINOSAD [GF-120], THIABENDAZOLE 50% [BONUM], TRISILOXANE ETHOXILATE [FAST THRU]",15 a 20
L1026,19.9,"ABAMECTINA 1.8% CE [BAMECTIN], ACAPROX [CaO 8% + SIO2 5%], ACEITE DE CANELA 20% [CROPS CANELA], ACEITE DE PESCADO [BIOIL-S/ENHANCE], ACEITE MINERAL [ARGENFRUT SUPREME GREEN], ACETAMIPRID 20% [GLADIADOR], ALGASIL [SIO2 21% + K2O 9%], AMINOTERRA [AMIN 14%+MAT ORG 15%], CALCI-B [CA 12%+B 1%+ N 8.8%], CITOBLOOM 2.4 [CITOQUININA 2.4%], EMAMECTIN BENZOATO [EMACTIN 5% SG], ESENFOL CaB ZINC [CA 14%+B 1.4%+ ZN 2%], ETOXAZOL 11% [ACARISIL 110 SC], EXTR VEGETAL+ACIDO URONICO [LICTHOR], FLUDIOXONIL+CIPRODINIL [SHAOLIN], GLIFOSATO 48% [EMBATE 480 SL], HIPOCLORITO SODIO 5%, HYMEXAZOL [TACHIGAREN], KELPURA [ECKLONIA MAXIMA 6.5%], KEYLATE BORO [BORO 9% P/P], MICROCAT ZINC [AMIN 2.5% + ZN 10%], OXICLORURO DE COBRE [ROXICOP], POLIMETILSILOXANO [MAXI COVER], POTENSIL [POLIMERO DE SILICIO 80%], PYRACLOSTROBIN 25% [DOGMA], PYRIPROXYFEN 10% [CHUNGAR], PYRIPROXYFEN 10% [EPINGLE 10 EC], ROBUST 5 SC [UNICONAZOLE-P 5%], SPINOSAD [GF-120], THIABENDAZOLE 50% [BONUM], TRISILOXANE ETHOXILATE [FAST THRU]",15 a 20
L1027,26.7,"ABAMECTINA 1.8% CE [BAMECTIN], ACAPROX [CaO 8% + SIO2 5%], ACEITE DE CANELA 20% [CROPS CANELA], ACEITE DE PESCADO [BIOIL-S/ENHANCE], ACEITE MINERAL [ARGENFRUT SUPREME GREEN], ACETAMIPRID 20% [GLADIADOR], ALGASIL [SIO2 21% + K2O 9%], AMINOTERRA [AMIN 14%+MAT ORG 15%], CALCI-B [CA 12%+B 1%+ N 8.8%], CITOBLOOM 2.4 [CITOQUININA 2.4%], EMAMECTIN BENZOATO [EMACTIN 5% SG], ESENFOL CaB ZINC [CA 14%+B 1.4%+ ZN 2%], ETOXAZOL 11% [ACARISIL 110 SC], EXTR VEGETAL+ACIDO URONICO [LICTHOR], FLUDIOXONIL+CIPRODINIL [SHAOLIN], GLIFOSATO 48% [EMBATE 480 SL], HIPOCLORITO SODIO 5%, HYMEXAZOL [TACHIGAREN], KELPURA [ECKLONIA MAXIMA 6.5%], KEYLATE BORO [BORO 9% P/P], MICROCAT ZINC [AMIN 2.5% + ZN 10%], OXICLORURO DE COBRE [ROXICOP], POLIMETILSILOXANO [MAXI COVER], POTENSIL [POLIMERO DE SILICIO 80%], PYRACLOSTROBIN 25% [DOGMA], PYRIPROXYFEN 10% [CHUNGAR], PYRIPROXYFEN 10% [EPINGLE 10 EC], ROBUST 5 SC [UNICONAZOLE-P 5%], SPINOSAD [GF-120], THIABENDAZOLE 50% [BONUM], TRISILOXANE ETHOXILATE [FAST THRU]",21 o más
L1028,23.5,"ABAMECTINA 1.8% CE [BAMECTIN], ACAPROX [CaO 8% + SIO2 5%], ACEITE DE CANELA 20% [CROPS CANELA], ACEITE DE PESCADO [BIOIL-S/ENHANCE], ACEITE MINERAL [ARGENFRUT SUPREME GREEN], ACETAMIPRID 20% [GLADIADOR], ALGASIL [SIO2 21% + K2O 9%], AMINOTERRA [AMIN 14%+MAT ORG 15%], CALCI-B [CA 12%+B 1%+ N 8.8%], CITOBLOOM 2.4 [CITOQUININA 2.4%], EMAMECTIN BENZOATO [EMACTIN 5% SG], ESENFOL CaB ZINC [CA 14%+B 1.4%+ ZN 2%], ETOXAZOL 11% [ACARISIL 110 SC], EXTR VEGETAL+ACIDO URONICO [LICTHOR], FLUDIOXONIL+CIPRODINIL [SHAOLIN], GLIFOSATO 48% [EMBATE 480 SL], HIPOCLORITO SODIO 5%, HYMEXAZOL [TACHIGAREN], KELPURA [ECKLONIA MAXIMA 6.5%], KEYLATE BORO [BORO 9% P/P], MICROCAT ZINC [AMIN 2.5% + ZN 10%], OXICLORURO DE COBRE [ROXICOP], POLIMETILSILOXANO [MAXI COVER], POTENSIL [POLIMERO DE SILICIO 80%], PYRACLOSTROBIN 25% [DOGMA], PYRIPROXYFEN 10% [CHUNGAR], PYRIPROXYFEN 10% [EPINGLE 10 EC], ROBUST 5 SC [UNICONAZOLE-P 5%], SPINOSAD [GF-120], THIABENDAZOLE 50% [BONUM], TRISILOXANE ETHOXILATE [FAST THRU]",21 o más
L1029,20.3,"ABAMECTINA 1.8% CE [BAMECTIN], ACAPROX [CaO 8% + SIO2 5%], ACEITE DE CANELA 20% [CROPS CANELA], ACEITE DE PESCADO [BIOIL-S/ENHANCE], ACEITE MINERAL [ARGENFRUT SUPREME GREEN], ACETAMIPRID 20% [GLADIADOR], ALGASIL [SIO2 21% + K2O 9%], AMINOTERRA [AMIN 14%+MAT ORG 15%], CALCI-B [CA 12%+B 1%+ N 8.8%], CITOBLOOM 2.4 [CITOQUININA 2.4%], EMAMECTIN BENZOATO [EMACTIN 5% SG], ESENFOL CaB ZINC [CA 14%+B 1.4%+ ZN 2%], ETOXAZOL 11% [ACARISIL 110 SC], EXTR VEGETAL+ACIDO URONICO [LICTHOR], FLUDIOXONIL+CIPRODINIL [SHAOLIN], GLIFOSATO 48% [EMBATE 480 SL], HIPOCLORITO SODIO 5%, HYMEXAZOL [TACHIGAREN], KELPURA [ECKLONIA MAXIMA 6.5%], KEYLATE BORO [BORO 9% P/P], MICROCAT ZINC [AMIN 2.5% + ZN 10%], OXICLORURO DE COBRE [ROXICOP], POLIMETILSILOXANO [MAXI COVER], POTENSIL [POLIMERO DE SILICIO 80%], PYRACLOSTROBIN 25% [DOGMA], PYRIPROXYFEN 10% [CHUNGAR], PYRIPROXYFEN 10% [EPINGLE 10 EC], ROBUST 5 SC [UNICONAZOLE-P 5%], SPINOSAD [GF-120], THIABENDAZOLE 50% [BONUM], TRISILOXANE ETHOXILATE [FAST THRU]",15 a 20
L1030,16.2,"ACAPROX [CaO 8% + SIO2 5%], ACEITE DE CANELA 20% [CROPS CANELA], ACEITE DE PESCADO [BIOIL-S/ENHANCE], ACEITE MINERAL [ARGENFRUT SUPREME GREEN], ACETAMIPRID 20% [GLADIADOR], ACIDO FOSFORICO 85%, ALGASIL [SIO2 21% + K2O 9%], AMINOTERRA [AMIN 14%+MAT ORG 15%], BACILLUS THURING KURST [BTK-CROPS], CALCI-B [CA 12%+B 1%+ N 8.8%], CITOBLOOM 2.4 [CITOQUININA 2.4%], DINOTEFURAN [STRICTO], EMAMECTIN BENZOATO [EMACTIN 5% SG], ESENFOL CaB ZINC [CA 14%+B 1.4%+ ZN 2%], EXTR VEGETAL+ACIDO URONICO [LICTHOR], GLIFOSATO 48% [EMBATE 480 SL], HIPOCLORITO SODIO 5%, HYMEXAZOL [TACHIGAREN], KELPURA [ECKLONIA MAXIMA 6.5%], KEYLATE BORO [BORO 9% P/P], MICROCAT ZINC [AMIN 2.5% + ZN 10%], OXICLORURO DE COBRE [ROXICOP], POLIMETILSILOXANO [MAXI COVER], POTENSIL [POLIMERO DE SILICIO 80%], PYRIPROXYFEN 10% [CHUNGAR], ROBUST 5 SC [UNICONAZOLE-P 5%], SBQ [COBR 25%+AZUFR 32%], SPINOSAD [GF-120], THIABENDAZOLE 50% [BONUM], TRISILOXANE ETHOXILATE [FAST THRU]",15 a 20
L1031,18.5,"ABAMECTINA 1.8% CE [BAMECTIN], ACAPROX [CaO 8% + SIO2 5%], ACEITE DE CANELA 20% [CROPS CANELA], ACEITE DE PESCADO [BIOIL-S/ENHANCE], ACEITE MINERAL [ARGENFRUT SUPREME GREEN], ACETAMIPRID 20% [GLADIADOR], ALGASIL [SIO2 21% + K2O 9%], AMINOTERRA [AMIN 14%+MAT ORG 15%], CALCI-B [CA 12%+B 1%+ N 8.8%], CITOBLOOM 2.4 [CITOQUININA 2.4%], EMAMECTIN BENZOATO [EMACTIN 5% SG], ESENFOL CaB ZINC [CA 14%+B 1.4%+ ZN 2%], ETOXAZOL 11% [ACARISIL 110 SC], EXTR VEGETAL+ACIDO URONICO [LICTHOR], FLUDIOXONIL+CIPRODINIL [SHAOLIN], GLIFOSATO 48% [EMBATE 480 SL], HIPOCLORITO SODIO 5%, HYMEXAZOL [TACHIGAREN], KELPURA [ECKLONIA MAXIMA 6.5%], KEYLATE BORO [BORO 9% P/P], MICROCAT ZINC [AMIN 2.5% + ZN 10%], OXICLORURO DE COBRE [ROXICOP], POLIMETILSILOXANO [MAXI COVER], POTENSIL [POLIMERO DE SILICIO 80%], PYRACLOSTROBIN 25% [DOGMA], PYRIPROXYFEN 10% [CHUNGAR], PYRIPROXYFEN 10% [EPINGLE 10 EC], ROBUST 5 SC [UNICONAZOLE-P 5%], SPINOSAD [GF-120], THIABENDAZOLE 50% [BONUM], TRISILOXANE ETHOXILATE [FAST THRU]",15 a 20
L1032,14.2,"ABAMECTINA 1.8% CE [BAMECTIN], ACAPROX [CaO 8% + SIO2 5%], ACEITE DE CANELA 20% [CROPS CANELA], ACEITE DE PESCADO [BIOIL-S/ENHANCE], ACEITE MINERAL [ARGENFRUT SUPREME GREEN], ACETAMIPRID 20% [GLADIADOR], ALGASIL [SIO2 21% + K2O 9%], AMINOTERRA [AMIN 14%+MAT ORG 15%], CALCI-B [CA 12%+B 1%+ N 8.8%], CITOBLOOM 2.4 [CITOQUININA 2.4%], EMAMECTIN BENZOATO [EMACTIN 5% SG], ESENFOL CaB ZINC [CA 14%+B 1.4%+ ZN 2%], ETOXAZOL 11% [ACARISIL 110 SC], EXTR VEGETAL+ACIDO URONICO [LICTHOR], FLUDIOXONIL+CIPRODINIL [SHAOLIN], GLIFOSATO 48% [EMBATE 480 SL], HIPOCLORITO SODIO 5%, HYMEXAZOL [TACHIGAREN], KELPURA [ECKLONIA MAXIMA 6.5%], KEYLATE BORO [BORO 9% P/P], MICROCAT ZINC [AMIN 2.5% + ZN 10%], OXICLORURO DE COBRE [ROXICOP], POLIMETILSILOXANO [MAXI COVER], POTENSIL [POLIMERO DE SILICIO 80%], PYRACLOSTROBIN 25% [DOGMA], PYRIPROXYFEN 10% [CHUNGAR], PYRIPROXYFEN 10% [EPINGLE 10 EC], ROBUST 5 SC [UNICONAZOLE-P 5%], SPINOSAD [GF-120], THIABENDAZOLE 50% [BONUM], TRISILOXANE ETHOXILATE [FAST THRU]",Menor a 15
L1033,14.6,"ABAMECTINA 1.8% CE [BAMECTIN], ACAPROX [CaO 8% + SIO2 5%], ACEITE DE CANELA 20% [CROPS CANELA], ACEITE DE PESCADO [BIOIL-S/ENHANCE], ACEITE MINERAL [ARGENFRUT SUPREME GREEN], ACETAMIPRID 20% [GLADIADOR], ALGASIL [SIO2 21% + K2O 9%], AMINOTERRA [AMIN 14%+MAT ORG 15%], CALCI-B [CA 12%+B 1%+ N 8.8%], CITOBLOOM 2.4 [CITOQUININA 2.4%], EMAMECTIN BENZOATO [EMACTIN 5% SG], ESENFOL CaB ZINC [CA 14%+B 1.4%+ ZN 2%], ETOXAZOL 11% [ACARISIL 110 SC], EXTR VEGETAL+ACIDO URONICO [LICTHOR], FLUDIOXONIL+CIPRODINIL [SHAOLIN], GLIFOSATO 48% [EMBATE 480 SL], HIPOCLORITO SODIO 5%, HYMEXAZOL [TACHIGAREN], KELPURA [ECKLONIA MAXIMA 6.5%], KEYLATE BORO [BORO 9% P/P], MICROCAT ZINC [AMIN 2.5% + ZN 10%], OXICLORURO DE COBRE [ROXICOP], POLIMETILSILOXANO [MAXI COVER], POTENSIL [POLIMERO DE SILICIO 80%], PYRACLOSTROBIN 25% [DOGMA], PYRIPROXYFEN 10% [CHUNGAR], PYRIPROXYFEN 10% [EPINGLE 10 EC], ROBUST 5 SC [UNICONAZOLE-P 5%], SPINOSAD [GF-120], THIABENDAZOLE 50% [BONUM], TRISILOXANE ETHOXILATE [FAST THRU]",Menor a 15
L1034,6.2,"ABAMECTINA 1.8% CE [BAMECTIN], ACAPROX [CaO 8% + SIO2 5%], ACEITE DE CANELA 20% [CROPS CANELA], ACEITE DE PESCADO [BIOIL-S/ENHANCE], ACEITE MINERAL [ARGENFRUT SUPREME GREEN], ACETAMIPRID 20% [GLADIADOR], ALGASIL [SIO2 21% + K2O 9%], AMINOTERRA [AMIN 14%+MAT ORG 15%], CALCI-B [CA 12%+B 1%+ N 8.8%], CITOBLOOM 2.4 [CITOQUININA 2.4%], EMAMECTIN BENZOATO [EMACTIN 5% SG], ESENFOL CaB ZINC [CA 14%+B 1.4%+ ZN 2%], ETOXAZOL 11% [ACARISIL 110 SC], EXTR VEGETAL+ACIDO URONICO [LICTHOR], FLUDIOXONIL+CIPRODINIL [SHAOLIN], GLIFOSATO 48% [EMBATE 480 SL], HIPOCLORITO SODIO 5%, HYMEXAZOL [TACHIGAREN], KEYLATE BORO [BORO 9% P/P], MICROCAT ZINC [AMIN 2.5% + ZN 10%], OXICLORURO DE COBRE [ROXICOP], POLIMETILSILOXANO [MAXI COVER], POTENSIL [POLIMERO DE SILICIO 80%], PYRACLOSTROBIN 25% [DOGMA], PYRIPROXYFEN 10% [CHUNGAR], PYRIPROXYFEN 10% [EPINGLE 10 EC], SPINOSAD [GF-120], THIABENDAZOLE 50% [BONUM], TRISILOXANE ETHOXILATE [FAST THRU]",Menor a 15
L1035,17.4,"ACAPROX [CaO 8% + SIO2 5%], ACEITE DE CANELA 20% [CROPS CANELA], ACEITE MINERAL [ARGENFRUT SUPREME GREEN], ACETAMIPRID 20% [GLADIADOR], ACIDO FOSFORICO 85%, ALGASIL [SIO2 21% + K2O 9%], AMINOTERRA [AMIN 14%+MAT ORG 15%], BACILLUS THURING KURST [BTK-CROPS], CALCI-B [CA 12%+B 1%+ N 8.8%], CITOBLOOM 2.4 [CITOQUININA 2.4%], DINOTEFURAN [STRICTO], EMAMECTIN BENZOATO [EMACTIN 5% SG], ESENFOL CaB ZINC [CA 14%+B 1.4%+ ZN 2%], EXTR VEGETAL+ACIDO URONICO [LICTHOR], GLIFOSATO 48% [EMBATE 480 SL], HIPOCLORITO SODIO 5%, HYMEXAZOL [TACHIGAREN], KELPURA [ECKLONIA MAXIMA 6.5%], KEYLATE BORO [BORO 9% P/P], MICROCAT ZINC [AMIN 2.5% + ZN 10%], OXICLORURO DE COBRE [ROXICOP], POLIMETILSILOXANO [MAXI COVER], POTENSIL [POLIMERO DE SILICIO 80%], PYRIPROXYFEN 10% [CHUNGAR], ROBUST 5 SC [UNICONAZOLE-P 5%], SBQ [COBR 25%+AZUFR 32%], SPINOSAD [GF-120], THIABENDAZOLE 50% [BONUM], TRISILOXANE ETHOXILATE [FAST THRU]",15 a 20
L1036,20.2,"ABAMECTINA 1.8% CE [BAMECTIN], ACAPROX [CaO 8% + SIO2 5%], ACEITE DE CANELA 20% [CROPS CANELA], ACEITE DE PESCADO [BIOIL-S/ENHANCE], ACEITE MINERAL [ARGENFRUT SUPREME GREEN], ACETAMIPRID 20% [GLADIADOR], ALGASIL [SIO2 21% + K2O 9%], AMINOTERRA [AMIN 14%+MAT ORG 15%], CALCI-B [CA 12%+B 1%+ N 8.8%], CITOBLOOM 2.4 [CITOQUININA 2.4%], EMAMECTIN BENZOATO [EMACTIN 5% SG], ESENFOL CaB ZINC [CA 14%+B 1.4%+ ZN 2%], ETOXAZOL 11% [ACARISIL 110 SC], EXTR VEGETAL+ACIDO URONICO [LICTHOR], FLUDIOXONIL+CIPRODINIL [SHAOLIN], GLIFOSATO 48% [EMBATE 480 SL], HIPOCLORITO SODIO 5%, HYMEXAZOL [TACHIGAREN], KELPURA [ECKLONIA MAXIMA 6.5%], KEYLATE BORO [BORO 9% P/P], MICROCAT ZINC [AMIN 2.5% + ZN 10%], OXICLORURO DE COBRE [ROXICOP], POLIMETILSILOXANO [MAXI COVER], POTENSIL [POLIMERO DE SILICIO 80%], PYRACLOSTROBIN 25% [DOGMA], PYRIPROXYFEN 10% [CHUNGAR], PYRIPROXYFEN 10% [EPINGLE 10 EC], ROBUST 5 SC [UNICONAZOLE-P 5%], SPINOSAD [GF-120], THIABENDAZOLE 50% [BONUM], TRISILOXANE ETHOXILATE [FAST THRU]",15 a 20
L1037,21.2,"ABAMECTINA 1.8% CE [BAMECTIN], ACAPROX [CaO 8% + SIO2 5%], ACEITE DE CANELA 20% [CROPS CANELA], ACEITE DE PESCADO [BIOIL-S/ENHANCE], ACEITE MINERAL [ARGENFRUT SUPREME GREEN], ACETAMIPRID 20% [GLADIADOR], ALGASIL [SIO2 21% + K2O 9%], AMINOTERRA [AMIN 14%+MAT ORG 15%], CALCI-B [CA 12%+B 1%+ N 8.8%], CITOBLOOM 2.4 [CITOQUININA 2.4%], EMAMECTIN BENZOATO [EMACTIN 5% SG], ESENFOL CaB ZINC [CA 14%+B 1.4%+ ZN 2%], ETOXAZOL 11% [ACARISIL 110 SC], EXTR VEGETAL+ACIDO URONICO [LICTHOR], FLUDIOXONIL+CIPRODINIL [SHAOLIN], GLIFOSATO 48% [EMBATE 480 SL], HIPOCLORITO SODIO 5%, HYMEXAZOL [TACHIGAREN], KELPURA [ECKLONIA MAXIMA 6.5%], KEYLATE BORO [BORO 9% P/P], MICROCAT ZINC [AMIN 2.5% + ZN 10%], OXICLORURO DE COBRE [ROXICOP], POLIMETILSILOXANO [MAXI COVER], POTENSIL [POLIMERO DE SILICIO 80%], PYRACLOSTROBIN 25% [DOGMA], PYRIPROXYFEN 10% [CHUNGAR], PYRIPROXYFEN 10% [EPINGLE 10 EC], ROBUST 5 SC [UNICONAZOLE-P 5%], SPINOSAD [GF-120], THIABENDAZOLE 50% [BONUM], TRISILOXANE ETHOXILATE [FAST THRU]",21 o más
L1038,14.0,"ABAMECTINA 1.8% CE [BAMECTIN], ACAPROX [CaO 8% + SIO2 5%], ACEITE DE CANELA 20% [CROPS CANELA], ACEITE DE PESCADO [BIOIL-S/ENHANCE], ACEITE MINERAL [ARGENFRUT SUPREME GREEN], ACETAMIPRID 20% [GLADIADOR], ALGASIL [SIO2 21% + K2O 9%], AMINOTERRA [AMIN 14%+MAT ORG 15%], CALCI-B [CA 12%+B 1%+ N 8.8%], CITOBLOOM 2.4 [CITOQUININA 2.4%], EMAMECTIN BENZOATO [EMACTIN 5% SG], ESENFOL CaB ZINC [CA 14%+B 1.4%+ ZN 2%], ETOXAZOL 11% [ACARISIL 110 SC], EXTR VEGETAL+ACIDO URONICO [LICTHOR], FLUDIOXONIL+CIPRODINIL [SHAOLIN], GLIFOSATO 48% [EMBATE 480 SL], HIPOCLORITO SODIO 5%, HYMEXAZOL [TACHIGAREN], KELPURA [ECKLONIA MAXIMA 6.5%], KEYLATE BORO [BORO 9% P/P], MICROCAT ZINC [AMIN 2.5% + ZN 10%], OXICLORURO DE COBRE [ROXICOP], POLIMETILSILOXANO [MAXI COVER], POTENSIL [POLIMERO DE SILICIO 80%], PYRACLOSTROBIN 25% [DOGMA], PYRIPROXYFEN 10% [CHUNGAR], PYRIPROXYFEN 10% [EPINGLE 10 EC], ROBUST 5 SC [UNICONAZOLE-P 5%], SPINOSAD [GF-120], THIABENDAZOLE 50% [BONUM], TRISILOXANE ETHOXILATE [FAST THRU]",Menor a 15
L1039,14.9,"ABAMECTINA 1.8% CE [BAMECTIN], ACAPROX [CaO 8% + SIO2 5%], ACEITE DE CANELA 20% [CROPS CANELA], ACEITE DE PESCADO [BIOIL-S/ENHANCE], ACEITE MINERAL [ARGENFRUT SUPREME GREEN], ACETAMIPRID 20% [GLADIADOR], ALGASIL [SIO2 21% + K2O 9%], AMINOTERRA [AMIN 14%+MAT ORG 15%], CALCI-B [CA 12%+B 1%+ N 8.8%], CITOBLOOM 2.4 [CITOQUININA 2.4%], EMAMECTIN BENZOATO [EMACTIN 5% SG], ESENFOL CaB ZINC [CA 14%+B 1.4%+ ZN 2%], ETOXAZOL 11% [ACARISIL 110 SC], EXTR VEGETAL+ACIDO URONICO [LICTHOR], FLUDIOXONIL+CIPRODINIL [SHAOLIN], GLIFOSATO 48% [EMBATE 480 SL], HIPOCLORITO SODIO 5%, HYMEXAZOL [TACHIGAREN], KELPURA [ECKLONIA MAXIMA 6.5%], KEYLATE BORO [BORO 9% P/P], MICROCAT ZINC [AMIN 2.5% + ZN 10%], OXICLORURO DE COBRE [ROXICOP], POLIMETILSILOXANO [MAXI COVER], POTENSIL [POLIMERO DE SILICIO 80%], PYRACLOSTROBIN 25% [DOGMA], PYRIPROXYFEN 10% [CHUNGAR], PYRIPROXYFEN 10% [EPINGLE 10 EC], ROBUST 5 SC [UNICONAZOLE-P 5%], SPINOSAD [GF-120], THIABENDAZOLE 50% [BONUM], TRISILOXANE ETHOXILATE [FAST THRU]",Menor a 15
